drug,protein1,protein2,protein3,protein4,protein5,protein6,protein6,protein8,protein9,protein10
DB00216,P28223,P28335,P14416,P18089,Q01718,P35348,P35462,P35368,P21728,P21918
DB00218,Q02880,P14867,Q09470,P42261,P03886,Q12791,P20248,P23921,P06493,P04150
DB00220,O43451,P10253,P35354,P04035,P01375,P19838,P35348,P28223,P07550,P23219
DB00222,O60706,Q15842,P37231,Q92887,Q14500,P98160,P15692,P48549,P16473,P02818
DB00224,P12821,Q09428,P37231,P35348,P35354,O43451,P10253,P23219,P28223,P07550
DB00227,Q13547,P01130,Q9BY41,P05107,O15379,P42081,P36896,P35869,P08235,P27487
DB00228,P22459,P34903,P48169,P04150,P78348,O14949,P60880,Q14957,P63096,P42263
DB00230,P28223,Q00975,P11229,P31645,P28335,P08913,P14416,P18825,P35462,P28222
DB00231,P23416,P48167,Q969V6,Q13258,P08908,Q02643,Q9UBS5,P08887,P49356,O15143
DB00235,Q07343,P01375,P04818,P00374,P23141,P21964,P28335,P41595,P28223,P08908
DB00238,P09619,P16234,P10721,P07333,P07949,P07949,Q08345,P04629,P00519,P28223
DB00242,P30542,P29274,Q99661,P25815,Q14181,P40937,Q15120,P52732,O15169,P55017
DB00243,P07550,P08588,Q9Y5Y9,P30518,P37288,Q9NPC2,Q13936,P15502,P00533,P35499
DB00246,P41595,P30939,Q01718,P31645,P25021,P25100,Q13639,P02778,P30536,P48745
DB00247,P28222,P08913,P18089,P35348,P35462,P18825,P14416,P25100,P28221,P35368
DB00248,P31645,Q01718,P30939,P11229,P14867,P34903,P48169,Q13639,P36544,P48745
DB00250,P14416,P28223,P08235,P35348,P68371,Q71U36,P35368,P21728,P16066,P62158
DB00252,Q9NPC2,Q9Y5Y9,P35749,P15502,P35499,Q9NY46,Q99250,P14867,Q16873,P48169
DB00254,P42574,P15692,P29466,P01584,P09917,P99999,P07550,P35348,P35354,P41145
DB00257,Q9H2S1,Q12791,P35228,P29474,P39900,Q12809,Q16558,P32320,P14867,P04818
DB00261,P08913,P35348,P34969,P18825,P18089,P21917,P28335,P14416,P08908,P35462
DB00263,P35354,P23219,P22748,P00918,P37231,O43570,O15111,Q9UPY5,P09917,P07451
DB00264,P12883,Q13639,P13945,P08908,P28222,P00797,P16860,P35348,P25021,Q12809
DB00268,P31645,Q01718,P34969,P30939,Q9Y5Y9,P08588,Q16566,P50406,Q13639,P20309
DB00271,P35354,P23219,P10276,P13631,P28702,Q14524,P00797,P35348,P08913,Q9Y5Y9
DB00273,P07451,P35219,P34903,Q13002,Q99250,P02675,P08908,P09038,P02679,P02671
DB00276,Q02880,Q14500,P20248,P23921,P04818,P00374,P07741,P16083,P48061,O14757
DB00277,Q08499,O76083,P54750,O95622,Q9Y233,P08473,P61587,P21817,Q13255,P05106
DB00278,P02649,P13726,P12821,Q9H244,Q09428,Q14654,P48048,P16581,P04070,P14210
DB00280,P08173,P08912,P23975,P06732,P22459,Q9NPC2,O14939,Q07699,P48048,Q09470
DB00281,P04626,Q9NPC2,Q9NY46,P25098,P35749,P28221,Q14831,P15502,P34995,P01579
DB00282,P23469,Q13332,P29074,P38606,Q9BWD1,P23219,O43451,P10253,P08588,P35354
DB00283,P11229,P08172,P08912,P20309,P08173,P28223,P28335,P31645,Q01959,P35372
DB00284,P27815,Q08499,Q07343,P47872,P26640,P16444,P09848,P40429,P14618,P15538
DB00285,P35372,P41143,P28223,P41145,P20309,P08172,P08912,P08173,P09172,P28335
DB00287,P34995,P04745,P42330,P43115,P08913,P51787,P21731,P35348,P22748,P43119
DB00288,P07355,P14174,P00450,P08235,O00244,P06401,P10275,P09382,P08758,Q9UHA3
DB00289,Q01959,P07550,P46098,P41143,P41145,P35372,P09172,P20309,P30531,P48029
DB00291,P04818,P00374,P22102,P31939,P23921,P41145,P09884,P56282,P31350,Q9NRF9
DB00292,P18507,P34903,P48169,P47870,P18505,Q13085,P08913,P28472,Q8N1C3,P24046
DB00293,P00374,P22102,P31939,P04156,P30305,P00742,P11229,P18089,P18825,P08173
DB00295,P41146,P21917,P21554,P03372,P41231,P39086,P16220,P21462,P36544,P17787
DB00296,Q14524,P01579,P07550,P25098,P28221,P08588,Q14831,Q10472,Q13639,P25103
DB00297,Q14524,P43088,P21731,P25098,Q14831,P28221,P01579,Q10472,Q13639,P43220
DB00299,Q8IVH4,Q9UBK8,Q96EY8,Q99707,P04150,P00491,P30542,Q07343,P29274,P27815
DB00302,P07550,Q00975,P08519,P80404,Q16739,Q9UKV0,P10276,P10826,P00750,P13631
DB00303,P35372,P28223,P08908,P46098,P00742,P41145,P28221,P28335,P28222,P20309
DB00307,P10276,P13631,P98160,P14324,Q9UIC8,P07098,P32320,Q14494,P20701,P10620
DB00308,Q15842,P07550,P08588,Q14500,Q14524,Q01668,P35749,O43708,O60840,P01023
DB00310,P55017,P55011,P00918,P16410,P15382,P51787,P01303,P35368,P08913,P30518
DB00312,O14764,P42261,Q13003,P39086,Q16478,Q15822,P18507,P32297,P30532,P17787
DB00313,P56524,P35354,P03372,Q92731,P14679,P06576,Q8WUI4,O75469,P43681,P21695
DB00315,P34969,Q01718,P31645,P08913,P28335,P08588,P28223,P18825,P14416,Q14524
DB00316,P03372,Q92731,P80404,Q9UKV0,P35228,P08253,P00533,P04179,Q14524,O75469
DB00317,P35368,Q05397,P25100,O75469,Q12809,P35348,P01133,P42345,P10275,P35354
DB00318,P41146,P21554,P21917,P39086,P41231,Q05586,P21462,P30872,P50052,P30874
DB00319,O43451,P10253,P14867,Q09470,P42261,P03886,Q12791,P27815,Q07343,P35354
DB00320,P18089,P08908,P14416,P35368,P30939,P18825,P35348,P25100,P34969,P23975
DB00321,P35368,P22459,P35372,P28335,P18825,P25021,P41595,O43525,P41146,Q9NR82
DB00323,P27338,P14416,P35462,P21917,P21918,P21728,Q01959,P09172,P21397,P20309
DB00324,P10275,P08235,P43088,P04083,P51843,P35228,P06401,P07550,O00244,P08913
DB00327,P41146,P21917,P21554,P39086,P41231,P21462,P31645,P23975,P46098,P50052
DB00328,P35228,P28222,P46098,Q03181,Q07869,P08908,P04054,P05121,P08253,P04179
DB00330,Q16739,P10253,O43451,Q15822,P35348,P23975,Q05940,P22303,P20309,P08172
DB00331,O43741,P37231,P08913,Q07869,Q03181,P07202,P17540,P18089,P18825,P04150
DB00333,P41145,P23975,P41146,P31645,Q05586,O60391,Q13003,P08588,P07550,P21917
DB00334,P25100,P30939,P41595,P31645,Q9H3N8,P23975,P25021,Q01718,Q13639,P25103
DB00335,P07550,P13945,P12883,Q13639,P08908,P45452,P25021,P50406,P28222,P35348
DB00337,P04150,P06730,P35520,Q13131,P48147,P09669,Q9H4B7,P14867,Q09470,P03886
DB00338,P07202,Q12809,O95180,P25021,P35348,P35354,P37231,P28223,P11229,P31645
DB00339,P23219,P35354,Q14181,P52209,P30542,Q07343,P37088,P51168,P78348,Q16515
DB00341,P80511,P23297,Q99584,Q01959,P37231,Q03181,Q07869,Q8TCU5,Q9Y5Y9,P14867
DB00343,Q01668,Q08289,Q13936,Q13698,Q14524,O60840,O00305,P54284,P12821,Q00975
DB00344,P35348,P28223,Q01959,P11229,P08172,P08912,P08173,P20309,P08908,P09172
DB00346,Q12809,P08913,P25021,P18825,P50406,Q9H3N8,P01215,P13945,P34969,P18509
DB00349,P23416,P00734,P14416,P48167,P35462,Q969V6,Q13258,Q02643,P08908,Q9UBS5
DB00350,P35354,P00797,Q9Y233,O76074,P27815,P00813,Q13621,P98160,P29466,P14416
DB00351,P10275,P00918,P22748,Q92731,P08235,P03372,O00244,P14174,Q9UHA3,P05108
DB00355,P05164,Q14524,P23219,P35354,P14867,P35372,P08172,P35348,P11229,P08908
DB00356,P22303,O15399,O60391,P23975,Q8TCU5,Q9Y5Y9,Q05586,P78559,Q92731,P03372
DB00357,P37231,P09917,P31645,P15538,P23975,P05093,Q05586,O43497,P14867,P48169
DB00358,Q12809,P68871,P29275,P30542,Q14524,P30536,P28222,P28221,P14867,P48169
DB00359,P04818,P00374,Q99519,P23141,P35354,P23219,O15111,O14920,P37231,Q9UPY5
DB00361,P68366,P43116,P43115,P04350,Q13509,P23258,Q9H4B7,P22303,P11387,Q05940
DB00362,P12821,P08172,P20309,P11229,P08912,P08173,P00797,Q9BYF1,P35372,Q8IVH4
DB00363,P21918,P30939,P41595,P25100,P31645,Q01718,P23975,P25021,Q13639,Q01959
DB00364,P05230,P22748,P00918,P14867,P39086,P08620,P00480,P19438,P04424,P01215
DB00367,P04150,P08235,Q92731,P25100,P35368,Q12809,P11474,P14174,P62508,P35869
DB00368,P25021,Q13639,P50406,P12883,P21917,P49286,Q13085,P21918,P14416,P21728
DB00369,P10276,P10826,P04818,P13631,P30085,P23921,P28702,P25100,P35368,P35348
DB00370,P31645,P41595,P23975,P08908,Q01959,P41143,P18825,Q16566,P21554,Q08209
DB00371,O14764,P18507,P08908,Q8N1C3,Q99928,P47870,P11229,Q13224,Q8TCU5,P08172
DB00373,P13945,P12883,P08908,P28222,Q13639,P00797,P22748,P00918,P50406,P35348
DB00374,Q07869,P37231,Q09428,P43116,P21554,P34972,O95477,Q13258,P08588,P41145
DB00375,P20309,P08172,P11229,P08912,P08173,Q15822,P08588,P07550,P27487,P28222
DB00376,Q15822,P16519,P23975,P31645,P35372,P41143,P41145,P02778,P28223,P14416
DB00377,P35354,P25021,P01375,P19838,P21802,P04275,P25103,P23975,P33151,O14788
DB00379,P07550,P08588,P08913,P18089,P18825,P35348,Q9NPC2,P62158,O43451,P10253
DB00381,O60840,O00555,O00305,P62158,P54750,P12821,P54284,P08235,O95180,P63316
DB00382,P28221,P23141,P28223,P32297,P17787,P36544,P30926,Q15822,Q07001,P07510
DB00384,P00374,P49286,P48039,P22061,P02458,P55017,P13569,P04745,P32320,P35354
DB00388,P08588,P08913,P07550,P18825,P13945,P25021,P18089,O00459,Q92569,P27986
DB00390,P04150,O14983,P28472,Q12809,Q14500,P07550,P35348,P08235,P41145,P08588
DB00393,O00555,P62158,P11229,P08912,P08173,P20309,P35348,P35368,P35749,Q00975
DB00395,P14867,P48169,P34903,P11229,P30542,P29274,P27815,Q07343,Q08499,P08172
DB00396,P10275,Q92731,P04150,P05108,P11511,P11474,P04035,P05177,P62508,P11310
DB00398,P07333,P17948,Q08499,P07948,P27815,P16234,Q8IWL2,O60494,O14727,P42336
DB00400,Q13621,P05023,O75469,Q8TCU5,Q13224,Q07869,O60882,O60882,P23219,P35354
DB00401,O60840,O00305,P54284,O95180,Q00975,O00555,P16066,Q09470,P35749,Q14524
DB00404,P23416,P48167,Q13258,Q969V6,Q02643,P08908,Q9UBS5,P08887,O15143,P49356
DB00408,P35462,P08908,P41595,P21918,P21917,P11229,P08913,P28221,P18825,P18089
DB00411,P20309,P08912,P43681,Q9H2S1,P36544,P08173,P30532,P32297,P22303,Q8WUI4
DB00412,Q03181,P05121,P62508,Q99808,Q07869,P05107,P35228,P04150,P04083,P51843
DB00413,P31645,Q01718,P50406,P30939,P48745,P35348,P34969,P08588,Q13639,P11229
DB00415,P04035,P35354,P23219,P10253,O43451,P35348,P07550,P14867,P08172,P08588
DB00417,P23975,P23219,P35372,P41143,P41145,P14867,P07550,P28223,P08588,P11229
DB00418,P42261,O14764,P39086,Q13003,Q16478,P18507,P32297,P17787,P30532,P08908
DB00419,P10253,O43451,P07204,P00747,P08913,P08172,Q15078,P10276,P10826,P13631
DB00421,P04150,P03372,P06401,Q9H4B7,P07437,P35372,P41143,P41145,P16220,P04035
DB00422,P11229,P09172,O15399,Q13224,P41145,Q14957,Q05586,O43451,P10253,P08172
DB00423,P05023,P08588,P07550,Q8TCU5,Q13224,P13945,P22303,P08908,P28222,P14867
DB00425,P48169,P08908,P49286,P48039,P37288,P30518,O14764,P18507,P06276,P22303
DB00426,P09884,P29274,P30542,P29275,P31645,P23975,Q05586,P23921,P31350,Q7LG56
DB00431,Q8TCU5,P28472,P47870,Q9UBS5,P41231,O14764,P24046,P10144,P37231,Q07869
DB00433,P62158,P35348,P35368,P21728,Q9NYX4,P35462,P63316,P26447,P08908,P28223
DB00434,P08912,P08173,P41595,P31645,P23975,P25100,P35348,P08908,Q9NZV8,Q9UK17
DB00437,P28335,P41595,P28223,Q13639,P04035,Q02750,P10253,O95831,P08913,P35348
DB00438,P27169,P05164,P10826,P13631,P19793,P48443,P10276,P28702,P35354,P23219
DB00439,P01130,O43451,P10253,P05093,P35354,P35348,P23219,P19793,P35368,P07550
DB00440,P04156,P16070,P53985,Q99519,P23141,O75469,P00533,P06400,P06241,Q00534
DB00441,P00568,P11473,P04035,P04156,P20701,Q92769,P01270,P30411,P11388,P06400
DB00442,P00491,P30542,Q07343,P27815,P29274,Q08499,P08913,P35354,P23219,O43497
DB00444,Q02880,P23921,P09622,P09622,P00367,P20248,P47870,P48169,P06493,P48061
DB00446,P35348,P07550,P23975,P22303,O43175,P08588,P35368,P10109,P53778,P13945
DB00448,P35354,P28223,P35348,O15530,P23219,P31645,P08172,P08913,P14416,P11229
DB00449,P08588,P35368,P25100,P13945,P18089,P22303,P25021,P43088,P18825,Q13639
DB00450,P35462,P35368,P25100,P28223,P62158,Q12809,P21917,P25021,P11229,P08172
DB00454,P35372,P41143,P11229,P23975,Q01959,P31645,P21554,P20309,P39086,P41146
DB00455,P35372,P41143,P41145,P62158,P01189,P31645,P23975,Q01959,P10275,P35348
DB00457,P25021,Q01668,Q13936,P08913,Q08289,P62158,P08172,P20309,P18825,P08912
DB00458,Q01959,P41595,P35368,P28335,P08588,P08913,P25021,P09172,P17405,P25103
DB00459,P61586,P20701,P08172,P98160,P14324,Q9UIC8,P07098,P36222,P32320,Q14494
DB00460,P04035,P43088,P35354,P23219,P19793,P35348,P11387,P35368,P20309,P28223
DB00461,P05121,P08253,P35228,P04179,P00533,P37231,P19793,P34972,P21554,P28482
DB00465,P05121,P35228,P04179,P00533,P11229,P20309,P37231,P29466,P08908,P08172
DB00471,P04035,P23219,P35354,P19793,P14867,P03886,P48549,Q12791,P48051,Q8TCU5
DB00472,P23975,P11229,P08172,P20309,P08912,P08173,P28223,Q01959,P09172,P07550
DB00474,P48169,P34903,P42262,P43681,P36544,P08908,Q13002,P18507,P47870,Q8N1C3
DB00475,P48167,P23416,P30536,Q969V6,Q13258,Q02643,Q9UBS5,P08887,P08908,P08913
DB00476,P09172,P49286,P48039,P30531,Q9Y345,P48029,P48067,P20309,Q05940,P28223
DB00477,P31645,P35462,P21918,P28335,P25100,P62158,P08588,P21917,P30939,P25021
DB00478,Q8TCU5,Q13224,Q14524,P14416,Q15822,P41594,P11229,P30542,Q00975,P35372
DB00479,P06276,P22303,P35348,P08913,P11229,P08908,P28223,P08172,P25100,P14416
DB00480,P23219,Q9Y5Y9,P01375,P19838,P21802,O43451,P05121,P08253,P35228,P04179
DB00481,P06401,P10275,Q08499,P27815,Q07343,P52209,P62508,P28223,P05093,P08235
DB00482,P23219,P37231,P08253,P35228,P05121,P04179,P00533,P34972,P14555,Q13956
DB00484,P43088,P42330,P34995,P43115,P35348,Q13085,P25100,P49286,P02778,P48039
DB00485,P04271,P80511,P23297,Q99584,P29034,P35354,P23219,P08172,Q14524,P35348
DB00486,P35372,P41145,P41143,Q07869,P28223,P11362,Q03181,P14867,P47870,P18507
DB00489,P13945,P12883,Q13639,Q14654,Q13936,O00180,Q14500,P00797,P25021,P07741
DB00490,P28223,P35368,P35348,P35462,P20309,P08172,P25100,P28335,Q01718,Q12809
DB00491,P14410,Q08499,P27815,Q07343,P52209,P26640,P16444,P40429,Q15822,P08172
DB00492,Q9BYF1,P12883,P35348,P08913,P08588,P07550,P08235,P11229,P08172,P31645
DB00493,P10276,P10826,P13631,P48443,P19793,P28702,P35354,P23219,P28223,P04818
DB00494,P27338,Q9H4B7,P07437,P28222,P28221,P28223,P35348,P14416,P08913,P23975
DB00495,P04818,P30085,P23921,P35354,P35348,P23141,Q99519,P37231,P31645,P23219
DB00496,P49286,P48039,P16519,P25103,P35372,P41145,P41143,P08588,P02778,P07550
DB00497,P41146,P21554,P21917,P39086,P41231,P21462,P30872,P50052,P25116,P35346
DB00499,P06401,P08235,P03372,P04150,P37231,P04035,P14867,P18505,P47870,P28476
DB00500,P08253,P35228,P04179,P00533,P11229,P37231,P29466,P14555,P08172,Q9UK17
DB00501,P50406,P62837,P14867,P03886,Q12791,P42261,Q09470,P21728,P13945,P25100
DB00502,P08908,P35368,P35348,P28335,P21918,P18825,P08913,P21917,P41595,P31645
DB00503,P31645,P22888,P30968,P35348,P08908,P08913,P28335,P35368,P23975,Q01959
DB00507,Q14524,P52209,P31645,Q01959,P23975,P11229,Q13639,P14416,P08588,P07550
DB00515,Q16853,P03372,Q92731,P27338,P21397,O75469,P80404,P11388,P35354,P23219
DB00518,P10253,P04350,P07437,Q9UK23,Q13509,P68363,Q9BQE3,Q13748,P28472,O76074
DB00519,Q9BYF1,P00797,P08588,P07550,P50052,P08235,P12883,P35348,P08913,P28223
DB00520,P22888,P12821,P35348,P08913,Q12809,P28223,P11388,P20309,P08172,P11229
DB00521,P13945,P12883,Q13639,P50406,P00797,P45452,P25021,Q14524,P37231,P21918
DB00524,Q13621,P00918,P55011,Q9BYF1,P15382,P51787,P08700,P22748,P02675,P51170
DB00526,P11387,P23921,P27707,P08172,Q15822,P20309,P80404,P09619,P35916,P35968
DB00529,P14324,Q12809,Q13936,O00180,Q14654,P23469,Q13332,P29074,P38606,P04150
DB00530,P04626,P00374,Q9Y5Y9,P35348,Q05397,Q92887,P25100,P35368,Q12809,P08684
DB00531,P35228,P04150,P51843,P11388,P07550,P08913,P18089,P18825,P35348,P62158
DB00532,Q9Y5Y9,P14867,P34903,P48169,P15502,P36544,P42262,Q13002,P43681,P35499
DB00533,P23219,Q03181,P05121,P08253,P35228,P15121,P00533,P01178,P37231,P09917
DB00535,P07202,O15511,P01308,P23219,P35354,P14174,P16860,P19438,P80075,Q09428
DB00537,Q02880,P20248,P23921,P48061,O14757,P11387,P00374,P07355,P35354,P31350
DB00538,P12821,P08172,P11229,Q14524,Q15822,P20309,P28221,P28222,P08908,P35368
DB00539,Q92731,P14416,P28223,P08913,P10275,P11229,P35348,P18089,P20309,P08173
DB00540,P35368,Q01959,P28335,P08588,P41595,P25021,P09172,P25103,P16519,Q01718
DB00541,P11388,Q9H4B7,Q9NY65,Q14289,Q13509,P68371,P23258,P00568,P68363,P11387
DB00542,P30556,Q9BYF1,P50052,P12883,P37231,P35348,P35354,P08588,P41145,P23219
DB00543,P35462,P28223,P28335,P35368,P08912,P20309,P21917,P21918,P08173,P18089
DB00547,P10275,P04083,P08235,P06401,P51843,P35228,Q9UHA3,Q99835,P03372,P06850
DB00548,P10276,P10826,P13631,P28702,Q9UKV0,P80404,O00555,P48443,P19793,P11684
DB00549,P04150,P09917,P25021,P37231,P35354,P35348,P23219,O14920,O15111,P34969
DB00550,P05164,P50613,P34903,P48169,Q13002,P43681,P08588,Q12809,O95180,P35354
DB00554,P00533,P05121,P08253,P35228,P04179,P37231,P29466,P27361,P14174,P28482
DB00555,Q9NY46,P35499,P37088,P51170,P51172,Q14524,O14594,P13631,P14867,P00374
DB00557,P04271,P80511,P23297,Q99584,P29034,P11229,P08172,O95665,P14416,P28223
DB00559,P20309,P08172,P11229,P23219,O15111,P37231,O14920,Q9UPY5,P09917,P04275
DB00560,O43451,P10253,P29466,P42574,P15692,P09917,P01584,P99999,P27815,Q08499
DB00561,P14416,P11229,P08908,P28223,O00180,O43497,P21728,P31645,P35348,Q05586
DB00563,P16234,P09619,P07333,P10721,P07949,P16070,P80404,Q9UKV0,P53985,P04629
DB00564,Q9Y5Y9,Q9NPC2,P28223,P14416,P35462,P11229,P20309,P08173,P08912,P35348
DB00567,P23219,P35354,P14867,P11229,Q14524,P41145,P34903,P20309,P46098,P08172
DB00571,P12883,P28221,Q13639,P30939,P25021,P50406,Q01718,P28335,P01303,P00797
DB00572,P23975,Q01959,Q13224,Q14957,Q05586,P25103,P41145,P16519,P14867,P03886
DB00573,P05121,P08253,P35228,P04179,P00533,P11229,P08172,P20309,P37231,P29466
DB00575,P35348,P07550,Q13085,P36544,P49286,Q9Y2I1,P02778,Q9Y5Y9,P41180,P32418
DB00578,P35354,P23219,P11229,P08172,P14867,P41145,P35372,P11388,P14416,P27169
DB00580,P23219,P05121,P21397,P27338,P08253,P35228,P04179,P00533,P37231,P07451
DB00581,P11229,P20309,P08172,P04150,O43451,P10253,P35348,P14867,P22748,P35354
DB00582,P28222,P11511,P28223,P28221,P30939,P14416,P11229,P21728,P08908,P20309
DB00585,P35348,P08913,P21728,P50406,P11229,P23975,P62837,P46098,P25100,P35368
DB00586,Q16515,P56696,P51787,P03886,P28223,Q9NR82,O95907,P05121,P41595,P31645
DB00590,P25021,P08913,P18825,Q9H3N8,P50406,Q01668,Q13936,P01215,P07741,P08588
DB00591,Q99835,P10275,O00244,P06401,P04083,Q9UHA3,P06850,P08235,P08913,P08908
DB00593,P34903,P48169,P36544,P42262,Q13002,P43681,O95180,P14867,Q92769,P30926
DB00594,P03886,Q16853,P52209,P22061,P00750,P02458,P18089,P55017,P32320,O60882
DB00595,P04156,P10275,P04150,P08235,P41143,P41145,P29466,P42574,P15692,P09917
DB00598,P13945,P12883,P25021,Q13639,P25100,P00797,P08908,P50406,P28222,Q92569
DB00601,Q14524,P00742,P20309,P11229,P08912,P08173,P41143,P08172,P41145,P35372
DB00602,P04035,P47870,P68371,Q71U36,O14764,P18505,P23416,P15509,P48167,P07195
DB00603,P04150,P10275,Q92731,P62508,P14174,P06276,P22303,P05108,P08235,P11511
DB00605,P28482,P14555,P14550,Q07869,P37231,P35228,P05121,P08253,P04179,P15502
DB00608,Q9NYK1,P08263,O15217,P42574,P01579,P01374,P15538,P15559,P01308,Q9NR97
DB00609,P11229,P20309,P55017,P08172,P08173,P08912,P23975,P31645,Q07343,Q9Y233
DB00611,P41146,P21554,P21917,P31645,P46098,P39086,P41231,P21462,P30872,P30874
DB00612,P13945,P12883,Q13639,P00797,O43451,P10253,P25021,P28222,P45452,P50406
DB00615,P08238,P27797,O75469,P00742,P05787,P21397,P45984,P02788,P13639,Q13509
DB00618,P10253,P42574,P15692,P09917,P99999,P01584,P27815,Q08499,P52209,P35348
DB00619,P36888,P07948,P35968,P35916,P42684,Q16620,P30518,P37288,P08620,Q15418
DB00620,P10275,P08235,P04083,P51843,P35228,P06401,O00244,Q9UHA3,P06850,P35372
DB00621,P03372,P08235,P04150,P16471,P06401,P43115,P43116,P23219,P62158,P11229
DB00622,Q13698,P54284,O60840,O00305,P25021,P08235,P08913,Q00975,P02585,P35749
DB00623,P63316,P35348,P21918,P35462,P28223,P26447,P02585,P08908,P21917,P11229
DB00624,P03372,P04150,P06401,P08235,Q92731,P35228,P51843,P04083,P35869,P35354
DB00625,P37288,P30518,P28223,P22303,P14416,P35462,P21728,Q13224,P35354,P23219
DB00630,P18031,P34741,Q9BVJ7,Q12791,Q16558,Q13285,P41250,P19367,Q92731,P03372
DB00631,P09622,Q7LG56,P00367,P00491,Q07864,Q9NR33,P29274,P30542,P30411,P07550
DB00633,P10276,P10826,P13631,P28702,P18825,P22303,P18089,P20309,P11229,P08173
DB00635,P10275,P06401,P08235,O00244,P03372,Q9UHA3,P35348,P35354,P06850,P28223
DB00640,P23921,P09884,P31350,Q7LG56,P00491,Q9NRF9,Q07864,P56282,P22303,P08473
DB00641,P01130,Q92769,P20701,P05106,P35869,P27487,P08235,P35228,P04150,P04083
DB00642,P04156,P11473,P84077,P53985,P00367,Q14181,O00469,P30305,Q04844,P06241
DB00646,P27815,Q07343,O43451,P10253,Q08499,P52209,P35354,P23219,P07550,P34995
DB00648,P09622,P05108,P00367,P31937,P18089,P08913,P21728,P18825,P21918,P31645
DB00649,O43451,P10253,P04818,P00491,P30085,P23921,P23219,P35354,P35348,P11229
DB00650,P04156,P11473,P22102,P31939,P12821,P00374,P30305,P00734,P11217,P25815
DB00651,P29275,P54750,O76083,O76074,P21817,O95622,P21589,Q13255,P05106,P08559
DB00652,P41143,P41146,Q05586,Q13224,Q14957,P21554,O15399,P39086,Q14643,P41250
DB00654,P34995,P43115,P04745,Q07343,Q08499,P27815,P43119,P00750,P21731,P51787
DB00656,P35368,P41595,P23975,Q01959,P25100,P08588,P27338,P18825,P25021,P09172
DB00657,Q8TCU5,P43681,O43451,P10253,P36544,P04746,P14410,Q9H2S1,P46098,Q13224
